Day,Daily Discharge (m3/s),Daily SSC (mg/L),Upper SSC bound (+1SD),Lower SSC bound (-1SD),Ave fraction fines (based on two turbidimeters),Daily Suspended-Sediment Load (tonnes),Daily SS Load of fines (tonnes),Daily SS Load of sand (tonnes),Remarks,Daily Total gauged > 2-mm bedload (tonnes),Daily gauged bedload for 2-16mm particles (tonnes ),Daily gauged bedload for >16mm particles (tonnes ),Estimated daily ungauged bedload (tonnes),Total sediment discharge (tonnes),Release period,Project year
08/26/2015,6.330321507,0.456846032,0.579655361,0.360055838,0.778997736,0.3,0.2,0.1,NA,0.001180505,0.000903086,0.000277419,0.098819495,0.4,NA ,proj year 4
08/27/2015,6.364382623,0.447203169,0.567420304,0.352455971,0.778809806,0.2,0.2,0,NA,0.001219357,0.000932808,0.000286549,0.065447309,0.266666667,NA ,proj year 4
08/25/2015,6.373213283,0.439435673,0.55756475,0.346334144,0.779773362,0.2,0.2,0,NA,0.001215889,0.000930155,0.000285734,0.065450778,0.266666667,NA ,proj year 4
08/24/2015,6.616056426,0.515631346,0.65424334,0.406386536,0.776096247,0.3,0.2,0.1,NA,0.001452193,0.001110928,0.000341265,0.098547807,0.4,NA ,proj year 4
08/23/2015,6.664940435,0.507807384,0.644316141,0.400220206,0.7763189,0.3,0.2,0.1,NA,0.001509212,0.001154547,0.000354665,0.098490788,0.4,NA ,proj year 4
08/22/2015,6.693640079,0.529777615,0.67219241,0.41753569,0.775692834,0.3,0.2,0.1,NA,0.001536467,0.001175397,0.00036107,0.098463533,0.4,NA ,proj year 4
10/10/2014,6.758080058,45.40730344,57.61369267,35.78703447,0.688399921,26.6,18.3,8.3,NA,0.156349867,0.119607648,0.036742219,8.7103168,35.46666667,NA ,proj year 4
08/21/2015,7.008074642,0.642320248,0.814988747,0.506234352,0.771370959,0.4,0.3,0.1,NA,0.001914324,0.001464458,0.000449866,0.13141901,0.533333333,NA ,proj year 4
10/09/2014,7.050241461,48.90546203,62.05222609,38.54405179,0.686647649,29.8,20.5,9.3,NA,0.008127097,0.006217229,0.001909868,9.925206236,39.73333333,NA ,proj year 4
08/17/2015,7.196987684,0.548867713,0.696414306,0.432581243,0.774536551,0.3,0.3,0,NA,0.002197969,0.001681446,0.000516523,0.097802031,0.4,NA ,proj year 4
09/15/2014,7.229445449,7.107046311,9.017562175,5.60130402,0.722088753,4.4,3.2,1.2,NA,0.054634336,0.041795267,0.012839069,1.412032331,5.866666667,NA ,proj year 3
09/16/2014,7.251167967,7.934047011,10.06687716,6.253091295,0.720260522,5,3.6,1.4,NA,0.05172429,0.039569082,0.012155208,1.614942377,6.666666667,NA ,proj year 3
08/16/2015,7.288763469,0.525168022,0.666343665,0.413902713,0.775783377,0.3,0.3,0,NA,0.002318107,0.001773352,0.000544755,0.097681893,0.4,NA ,proj year 4
09/14/2014,7.299724182,6.325112713,8.025429224,4.985035657,0.726068715,4,2.9,1.1,NA,0.379515992,0.290329734,0.089186258,0.953817341,5.333333333,NA ,proj year 3
08/18/2015,7.312417022,0.618198248,0.784382273,0.487222987,0.771949154,0.4,0.3,0.1,NA,0.002372978,0.001815329,0.00055765,0.130960355,0.533333333,NA ,proj year 4
08/20/2015,7.397254432,0.974132894,1.235999254,0.767747143,0.76298774,0.6,0.5,0.1,NA,0.002452928,0.00187649,0.000576438,0.197547072,0.8,NA ,proj year 4
10/06/2015,7.422283376,0.227466085,0.288613508,0.17927373,0.792158003,0.1,0.1,0,NA,NA,NA,NA,NA,0.1,NA ,proj year 5
09/13/2014,7.445712277,9.556293033,12.12521529,7.531638355,0.714518908,6.1,4.4,1.7,NA,0.068027189,0.052040799,0.015986389,1.965306145,8.133333333,NA ,proj year 3
08/19/2015,7.458122908,0.704537095,0.893930725,0.555269558,0.769308787,0.5,0.4,0.1,NA,0.002595459,0.001985526,0.000609933,0.164071207,0.666666667,NA ,proj year 4
10/05/2015,7.508453692,0.252353193,0.320190766,0.198888102,0.789561162,0.2,0.1,0.1,NA,NA,NA,NA,NA,0.2,NA ,proj year 5
09/17/2014,7.524296678,7.958951358,10.0984763,6.272719255,0.720659345,5.2,3.7,1.5,NA,0.027778133,0.021250272,0.006527861,1.7055552,6.933333333,NA ,proj year 3
10/08/2014,7.526065144,53.05690386,67.31965833,41.81594377,0.685095722,34.6,23.7,10.9,NA,0.002728711,0.002087464,0.000641247,11.53060462,46.13333333,NA ,proj year 4
08/28/2015,7.6069826,1.526163606,1.936426837,1.202821252,0.753291327,1,0.8,0.2,NA,0.002975605,0.002276338,0.000699267,0.330357729,1.333333333,NA ,proj year 4
10/04/2015,7.631104873,0.305638296,0.387799969,0.240883898,0.786164193,0.2,0.1,0.1,NA,NA,NA,NA,NA,0.2,NA ,proj year 5
10/11/2014,7.634249775,52.73210174,66.90754292,41.55995621,0.684553165,36.9,25.2,11.7,NA,0.202901931,0.155219977,0.047681954,12.09709807,49.2,NA ,proj year 4
09/12/2014,7.713729807,7.335161039,9.306998694,5.781088967,0.72270717,4.9,3.5,1.4,NA,0.181760145,0.139046511,0.042713634,1.451573188,6.533333333,NA ,proj year 3
10/13/2014,7.873576823,120.552831,152.9598375,95.01177106,0.645040571,87.6,56.3,31.3,NA,0.032685492,0.025004401,0.007681091,29.16731451,116.8,NA ,proj year 4
10/03/2014,7.925467707,88.63966458,112.4677751,69.85992322,0.675964249,60.8,41.1,19.7,NA,0.030284751,0.023167835,0.007116917,20.23638192,81.06666667,NA ,proj year 4
10/03/2015,7.931757511,0.366708596,0.465287184,0.28901547,0.783432153,0.3,0.2,0.1,NA,NA,NA,NA,NA,0.3,NA ,proj year 5
08/06/2015,7.96052437,0.494129456,0.626961314,0.389440168,0.777182441,0.3,0.3,0,NA,0.003559044,0.002722669,0.000836375,0.096440956,0.4,NA ,proj year 4
10/04/2014,7.967294904,90.48139998,114.8046058,71.3114573,0.674792158,62.3,42,20.3,NA,0.042622984,0.032606582,0.010016401,20.72404368,83.06666667,NA ,proj year 4
08/07/2015,7.983547162,0.492636253,0.625066708,0.388263324,0.777199366,0.3,0.3,0,NA,0.003613407,0.002764256,0.000849151,0.096386593,0.4,NA ,proj year 4
10/12/2012,8,89.1,131,47.2,0.893,61.2,54.7,6.6,NA,0.7,0.56,0.1,20,82,summer 1,proj year 2
08/12/2015,8.007516095,0.674966665,0.856411173,0.5319641,0.770050521,0.5,0.4,0.1,NA,0.003634648,0.002780506,0.000854142,0.163032019,0.666666667,NA ,proj year 4
08/15/2015,8.033377313,0.770371319,0.977462502,0.607155741,0.766610388,0.5,0.4,0.1,NA,0.003584785,0.002742361,0.000842424,0.163081882,0.666666667,NA ,proj year 4
09/11/2014,8.055540007,7.373376994,9.35548786,5.811208257,0.722931179,5.1,3.7,1.4,NA,5.270003113,4.031552382,1.238450732,-3.570003113,6.8,NA ,proj year 3
09/20/2013,8.06001229,134.992517,171.2811993,106.3921769,0.66901127,94.1,62.9,31.2,NA,1.716511227,1.313131089,0.403380138,29.65015544,125.4666667,NA ,proj year 3
10/02/2015,8.063214417,0.422504789,0.536082507,0.332990341,0.77992657,0.3,0.2,0.1,NA,NA,NA,NA,NA,0.3,NA ,proj year 5
10/06/2014,8.068246261,79.30436445,100.6229601,62.50245686,0.677986225,55.2,37.4,17.8,NA,0.084590027,0.064711371,0.019878656,18.31540997,73.6,NA ,proj year 4
08/05/2015,8.069961475,0.678223766,0.860543848,0.534531132,0.770891401,0.5,0.4,0.1,NA,0.003740936,0.002861816,0.00087912,0.162925731,0.666666667,NA ,proj year 4
08/13/2015,8.075322947,0.623701696,0.791365158,0.491560441,0.771854358,0.4,0.3,0.1,NA,0.003816005,0.002919243,0.000896761,0.129517329,0.533333333,NA ,proj year 4
10/07/2014,8.09780834,69.81384751,88.5812028,55.02265887,0.679912376,48.8,33.2,15.6,NA,0.027542922,0.021070335,0.006472587,16.23912374,65.06666667,NA ,proj year 4
10/11/2012,8.1,97.8,143.8,51.8,0.874,68.9,60.2,8.7,NA,0.7,0.6,0.1,22,92,summer 1,proj year 2
10/05/2014,8.105670595,68.3110306,86.67439872,53.83823794,0.680894075,47.8,32.5,15.3,NA,0.014483156,0.011079614,0.003403542,15.91885018,63.73333333,NA ,proj year 4
08/11/2015,8.1169532,0.693300054,0.879672942,0.546413265,0.769507639,0.5,0.4,0.1,NA,0.003898064,0.002982019,0.000916045,0.162768602,0.666666667,NA ,proj year 4
08/14/2015,8.129568428,0.851277051,1.080117309,0.67092029,0.76553759,0.6,0.5,0.1,NA,0.003944741,0.003017727,0.000927014,0.196055259,0.8,NA ,proj year 4
09/22/2014,8.178847238,8.826150539,11.19879592,6.956188315,0.719787697,6.2,4.5,1.7,NA,0.168284053,0.1287373,0.039546752,1.898382614,8.266666667,NA ,proj year 3
09/21/2014,8.206000384,9.759743437,12.38335722,7.691984512,0.71763164,6.9,5,1.9,NA,0.259238791,0.198317675,0.060921116,2.040761209,9.2,NA ,proj year 3
10/01/2015,8.230661011,0.472183387,0.599115704,0.372143728,0.778237235,0.3,0.2,0.1,NA,NA,NA,NA,NA,0.3,NA ,proj year 5
08/08/2015,8.276851217,0.590729953,0.749529952,0.465574293,0.773239292,0.4,0.3,0.1,NA,0.004262928,0.00326114,0.001001788,0.129070405,0.533333333,NA ,proj year 4
10/10/2012,8.3,92.3,135.6,48.9,0.894,66.2,59.2,7,NA,0.7,0.63,0.11,21,88,summer 1,proj year 2
08/10/2015,8.319112232,0.59607201,0.756308061,0.469784549,0.772918359,0.4,0.3,0.1,NA,0.004351696,0.003329047,0.001022648,0.128981638,0.533333333,NA ,proj year 4
09/16/2015,8.39383627,2.196754503,2.787285948,1.731336661,0.746395761,2,2,0,NA,0,0,0,0.666666667,2.666666667,NA ,proj year 4
09/30/2016,8.399586348,1.239492981,1.572693427,0.976886419,0.756974955,0.9,0.7,0.2,NA,NA,NA,NA,NA,0.9,NA ,proj year 5
10/07/2012,8.4,70,102.8,37.1,0.963,50.5,48.6,1.9,NA,0.8,0.64,0.11,16,67,summer 1,proj year 2
10/02/2014,8.412613037,91.75511138,116.4207162,72.31531241,0.675408425,66.5,44.9,21.6,NA,0.018012113,0.013779267,0.004232847,22.14865455,88.66666667,NA ,proj year 4
09/15/2015,8.429295085,2.568889765,3.259458594,2.024629071,0.743507333,2,2,0,NA,0,0,0,0.666666667,2.666666667,NA ,proj year 4
08/09/2015,8.473333397,0.561213119,0.712078404,0.442311076,0.774314837,0.4,0.3,0.1,NA,0.004825466,0.003691481,0.001133984,0.128507868,0.533333333,NA ,proj year 4
10/06/2012,8.5,75.6,111.1,40.1,0.934,55.8,52.1,3.7,NA,0.8,0.69,0.12,18,74,summer 1,proj year 2
09/29/2016,8.517782398,1.678201449,2.129335486,1.322647428,0.751972979,1.2,0.9,0.3,NA,NA,NA,NA,NA,1.2,NA ,proj year 5
09/30/2015,8.530879799,0.634262039,0.804764331,0.499883405,0.770956065,0.5,0.3,0.2,NA,0,0,0,0.166666667,0.666666667,NA ,proj year 4
09/10/2014,8.54365775,8.075241041,10.24602697,6.364371095,0.721361017,6,4.3,1.7,NA,3.501087407,2.678331867,0.822755541,-1.501087407,8,NA ,proj year 3
08/04/2015,8.558486187,0.829588453,1.052598383,0.653826771,0.765959126,0.6,0.5,0.1,NA,0.004949615,0.003786455,0.001163159,0.195050385,0.8,NA ,proj year 4
10/24/2015,8.630240261,1.530795594,1.942303996,1.206471879,0.754411053,1.1,0.9,0.2,NA,NA,NA,NA,NA,1.1,NA ,proj year 5
09/19/2013,8.653548132,133.3585186,169.2079494,105.1043673,0.669311698,99.9,66.9,33,NA,1.471593949,1.125769371,0.345824578,31.82840605,133.2,NA ,proj year 3
10/09/2012,8.7,81.8,120.3,43.4,0.918,61.7,56.6,5.1,NA,0.9,0.77,0.13,20,82,summer 1,proj year 2
09/28/2016,8.728618596,2.497003944,3.16824843,1.967973419,0.743988603,1.9,1.4,0.5,NA,NA,NA,NA,NA,1.9,NA ,proj year 5
10/25/2015,8.730562637,1.444015528,1.832195716,1.138077568,0.755597984,1.1,0.8,0.3,NA,NA,NA,NA,NA,1.1,NA ,proj year 5
07/28/2015,8.758827653,0.479668167,0.608612542,0.378042736,0.777803292,0.4,0.3,0.1,NA,0.006003163,0.00459242,0.001410743,0.12733017,0.533333333,NA ,proj year 4
09/29/2015,8.759924577,0.677746916,0.85993881,0.53415531,0.770235145,0.5,0.3,0.2,NA,0,0,0,0.166666667,0.666666667,NA ,proj year 4
09/09/2014,8.780049851,8.169900076,10.36613224,6.438975088,0.721105872,6.2,4.5,1.7,NA,3.605387996,2.758121817,0.847266179,-1.53872133,8.266666667,NA ,proj year 3
07/22/2015,8.799929905,1.105206803,1.402308445,0.871050931,0.760654065,0.8,0.6,0.2,NA,0.013702873,0.010482697,0.003220175,0.252963794,1.066666667,NA ,proj year 4
10/05/2012,8.8,81.4,119.7,43.2,0.915,61.8,56.6,5.3,NA,0.9,0.74,0.13,20,82,summer 1,proj year 2
09/18/2014,8.805286305,71.95526898,91.2982811,56.7103857,0.625518625,56.2,35.2,21,NA,0.023047594,0.017631409,0.005416185,18.71028574,74.93333333,NA ,proj year 3
07/23/2015,8.827954168,0.812605902,1.031050583,0.640442246,0.766761634,0.6,0.5,0.1,NA,0.054931955,0.042022946,0.012909009,0.145068045,0.8,NA ,proj year 4
08/02/2015,8.828136689,0.685286323,0.869504962,0.540097373,0.7696591,0.5,0.4,0.1,NA,0.00579617,0.00443407,0.0013621,0.160870497,0.666666667,NA ,proj year 4
07/29/2015,8.832002117,0.614360917,0.77951339,0.484198656,0.771730427,0.5,0.4,0.1,NA,0,0,0,0.166666667,0.666666667,NA ,proj year 4
09/20/2014,8.86182874,16.08753958,20.41219123,12.67913507,0.707666988,12.4,8.8,3.6,NA,0.253844487,0.194191032,0.059653454,3.879488847,16.53333333,NA ,proj year 3
08/03/2015,8.878282221,0.662564684,0.840675292,0.522189678,0.770639149,0.5,0.4,0.1,NA,0.005981296,0.004575691,0.001405605,0.160685371,0.666666667,NA ,proj year 4
07/30/2015,8.895212399,0.599650469,0.760848481,0.472604854,0.772706056,0.5,0.4,0.1,NA,0,0,0,0.166666667,0.666666667,NA ,proj year 4
09/14/2015,8.924440701,3.122246309,3.961568419,2.460748114,0.739680251,2.4,1.8,0.6,NA,0.010593817,0.00810427,0.002489547,0.789406183,3.2,NA ,proj year 4
09/07/2014,8.927315741,18.42367529,23.37632683,14.52032278,0.705126811,14.2,10,4.2,NA,0.005687207,0.004350714,0.001336494,4.727646126,18.93333333,NA ,proj year 3
09/17/2015,8.932107472,1.989670289,2.524533365,1.568126575,0.748349154,1.5,1.1,0.4,NA,0.001765636,0.001350712,0.000414925,0.498234364,2,NA ,proj year 4
09/08/2014,8.941690936,10.29915995,13.06777965,8.117116943,0.716672903,8,5.7,2.3,NA,0.038740003,0.029636103,0.009103901,2.627926663,10.66666667,NA ,proj year 3
10/23/2015,8.957939056,1.829523934,2.321336475,1.441909806,0.750777121,1.4,1.1,0.3,NA,NA,NA,NA,NA,1.4,NA ,proj year 5
08/01/2015,8.96423636,0.793200371,1.006428458,0.62514809,0.76624648,0.6,0.5,0.1,NA,0.006232684,0.004768003,0.001464681,0.193767316,0.8,NA ,proj year 4
09/27/2016,8.980344239,2.382666636,3.023174971,1.877860312,0.744972336,1.8,1.4,0.4,NA,NA,NA,NA,NA,1.8,NA ,proj year 5
07/27/2015,8.992363177,0.551402063,0.69962994,0.43457865,0.774123636,0.4,0.3,0.1,NA,0.015703927,0.012013504,0.003690423,0.117629406,0.533333333,NA ,proj year 4
09/23/2016,9.01165022,9.472530267,12.01893542,7.465622081,0.712472538,7.4,5.2,2.2,NA,NA,NA,NA,NA,7.4,NA ,proj year 5
07/31/2015,9.06958559,0.803766043,1.019834394,0.633475254,0.766284569,0.6,0.5,0.1,NA,0,0,0,0.2,0.8,NA ,proj year 4
09/28/2015,9.072984386,1.064733355,1.350954926,0.839152435,0.760342304,0.8,0.5,0.3,NA,0,0,0,0.266666667,1.066666667,NA ,proj year 4
07/24/2015,9.091693619,0.789840522,1.002165416,0.62250008,0.767117465,0.6,0.5,0.1,NA,0,0,0,0.2,0.8,NA ,proj year 4
10/04/2012,9.1,81.6,119.9,43.2,0.92,64.1,59,5.1,NA,1,0.82,0.14,20,85,summer 1,proj year 2
09/22/2016,9.111318241,18.93631315,24.02677199,14.92435005,0.693557433,14.9,10.3,4.6,NA,NA,NA,NA,NA,14.9,NA ,proj year 5
09/06/2014,9.111957138,13.6486022,17.31761882,10.75692588,0.71123699,10.7,7.6,3.1,NA,0.009554106,0.007308891,0.002245215,3.557112561,14.26666667,NA ,proj year 3
09/19/2014,9.244208935,38.41981321,48.74782564,30.27995665,0.69039712,30.6,21.1,9.5,NA,0.013871237,0.010611496,0.003259741,10.18612876,40.8,NA ,proj year 3
09/26/2016,9.259542477,6.99214802,8.87177693,5.510748784,0.719806086,6,4,2,NA,NA,NA,NA,NA,6,NA ,proj year 5
10/28/2015,9.279977028,1.700109292,2.157132594,1.339913741,0.75090961,1.4,1.1,0.3,NA,NA,NA,NA,NA,1.4,NA ,proj year 5
10/08/2012,9.3,87.8,129,46.5,0.904,70.4,63.6,6.7,NA,1.2,1,0.17,22,94,summer 1,proj year 2
09/18/2015,9.309376487,1.916686591,2.431930193,1.51060565,0.749002072,2,1,1,NA,0,0,0,0.666666667,2.666666667,NA ,proj year 4
09/25/2016,9.319598848,11.61838975,14.74164475,9.15684665,0.713477412,9.3,6.7,2.6,NA,NA,NA,NA,NA,9.3,NA ,proj year 5
07/17/2015,9.38190043,0.971425923,1.232564595,0.765613687,0.762895639,0.8,0.6,0.2,NA,0.005747709,0.004396998,0.001350712,0.260918957,1.066666667,NA ,proj year 4
09/05/2014,9.385405298,16.53566958,20.98078752,13.03232151,0.707557799,13.4,9.5,3.9,NA,0.008687551,0.006645977,0.002041574,4.457979116,17.86666667,NA ,proj year 3
10/22/2015,9.386274718,2.593714703,3.290956971,2.044194446,0.74372085,2.1,1.6,0.5,NA,NA,NA,NA,NA,2.1,NA ,proj year 5
07/26/2015,9.425493727,0.732660266,0.929613966,0.577434382,0.769037779,0.6,0.5,0.1,NA,0.252273397,0.192989149,0.059284248,-0.052273397,0.8,NA ,proj year 4
09/24/2016,9.425975294,10.14801528,12.87600429,7.99799471,0.71578491,8.3,6,2.3,NA,NA,NA,NA,NA,8.3,NA ,proj year 5
09/23/2014,9.486351114,16.49079002,20.92384343,12.9969504,0.703131438,15.8,11.1,4.7,NA,0.002781388,0.002127762,0.000653626,5.263885278,21.06666667,NA ,proj year 3
10/03/2012,9.5,81.1,119.2,43,0.881,66.8,58.9,7.9,NA,1.1,0.94,0.16,21,89,summer 1,proj year 2
07/18/2015,9.536968017,0.997523246,1.2656774,0.786181872,0.762341507,0.8,0.6,0.2,NA,0.002308909,0.001766315,0.000542594,0.264357758,1.066666667,NA ,proj year 4
09/21/2016,9.56110213,25.21638034,31.99504655,19.8738838,0.683046882,20.7,14.2,6.5,NA,NA,NA,NA,NA,20.7,NA ,proj year 5
09/27/2015,9.565254964,1.322691416,1.678257261,1.042457924,0.756867823,1.1,0.7,0.4,NA,0,0,0,0.366666667,1.466666667,NA ,proj year 4
07/16/2015,9.575890605,1.030250906,1.307202908,0.81197565,0.762060557,0.9,0.7,0.2,NA,0.007873714,0.006023391,0.001850323,0.292126286,1.2,NA ,proj year 4
10/01/2014,9.585107566,90.03273041,114.2353249,70.95784561,0.675498572,75,50.6,24.4,NA,0.108171071,0.08275087,0.025420202,24.89182893,100,NA ,proj year 4
07/21/2015,9.620106664,1.44115267,1.828563265,1.135821253,0.755083945,1.2,0.9,0.3,NA,0,0,0,0.4,1.6,NA ,proj year 4
10/09/2015,9.651075473,1.518474713,1.926671016,1.196761375,0.753689293,1.3,0.8,0.5,NA,NA,NA,NA,NA,1.3,NA ,proj year 5
10/12/2014,9.653591394,94.04696841,119.3286701,74.12160259,0.674562089,80.8,54.5,26.3,NA,0.136592953,0.104493609,0.032099344,26.79674038,107.7333333,NA ,proj year 4
10/21/2015,9.653591394,3.520656508,4.467079229,2.774748691,0.737569857,2.9,2.2,0.7,NA,NA,NA,NA,NA,2.9,NA ,proj year 5
10/01/2012,9.7,80.7,118.7,42.8,0.924,67.6,62.5,5.1,NA,1.2,0.99,0.17,21,90,summer 1,proj year 2
10/07/2015,9.716174945,2.232723706,2.83292439,1.759685209,0.736070189,1.9,1.1,0.8,NA,NA,NA,NA,NA,1.9,NA ,proj year 5
07/15/2015,9.744970324,1.29077224,1.637757575,1.01730134,0.757512979,1.1,0.8,0.3,NA,0.056943048,0.043561432,0.013381616,0.309723619,1.466666667,NA ,proj year 4
09/18/2013,9.750854708,118.5361997,150.4010955,93.42239561,0.67142134,99.6,66.9,32.7,NA,4.02405396,3.07840128,0.945652681,29.17594604,132.8,NA ,proj year 3
09/21/2013,9.760118723,137.8241549,174.8740379,108.6238867,0.668430993,115.4,77.2,38.2,NA,3.34579841,2.559535783,0.786262626,35.12086826,153.8666667,NA ,proj year 3
10/27/2015,9.836624695,2.832444796,3.593862476,2.232345721,0.740765834,2.5,1.8,0.7,NA,NA,NA,NA,NA,2.5,NA ,proj year 5
10/02/2012,9.9,82,120.6,43.5,0.915,69.9,64,5.9,NA,1.2,1.04,0.18,22,93,summer 1,proj year 2
10/13/2012,9.9,100,147,53,0.875,85.4,74.7,10.7,NA,1.5,1.27,0.22,27,114,summer 1,proj year 2
09/04/2014,9.957218623,24.42338008,30.988872,19.24889343,0.687747849,20.7,14.2,6.5,NA,0.026504393,0.020275861,0.006228532,6.873495607,27.6,NA ,proj year 3
09/13/2015,9.974788306,3.177287449,4.031405715,2.504127901,0.739496118,2.7,2,0.7,NA,0.001765636,0.001350712,0.000414925,0.898234364,3.6,NA ,proj year 4
09/27/2013,10.08308144,91.03441095,115.5062771,71.74730398,0.675878175,79.2,53.5,25.7,NA,1.776190712,1.358785895,0.417404817,24.62380929,105.6,NA ,proj year 3
07/19/2015,10.09433947,1.160357489,1.472284737,0.914517056,0.759560221,1,0.8,0.2,NA,0.004309963,0.003297122,0.001012841,0.32902337,1.333333333,NA ,proj year 4
09/28/2012,10.2,101.2,148.7,53.6,0.874,89.1,77.9,11.2,NA,NA,NA,NA,30,119,summer 1,proj year 2
09/24/2015,10.25590324,2.641082074,3.351057637,2.081526276,0.742635979,2.3,1.4,0.9,NA,0,0,0,0.766666667,3.066666667,NA ,proj year 4
07/14/2015,10.25843709,1.25875311,1.597131064,0.992065979,0.758280828,1.1,0.8,0.3,NA,0.027476016,0.021019152,0.006456864,0.33919065,1.466666667,NA ,proj year 4
09/02/2014,10.31116788,7.814061729,9.914637445,6.158526829,0.722127445,7,5,2,NA,0.223850947,0.171245974,0.052604972,2.109482387,9.333333333,NA ,proj year 3
07/25/2015,10.38330075,1.254484395,1.591714833,0.98870166,0.757935402,1.1,0.9,0.2,NA,0,0,0,0.366666667,1.466666667,NA ,proj year 4
09/01/2014,10.39048334,9.752124419,12.37369006,7.685979707,0.717704092,8.8,6.3,2.5,NA,0.005768164,0.004412645,0.001355519,2.927565169,11.73333333,NA ,proj year 3
09/27/2012,10.4,91.1,133.8,48.3,0.892,81.6,72.8,8.9,NA,NA,NA,NA,27,109,summer 1,proj year 2
09/30/2012,10.4,81.3,119.5,43.1,0.915,72.7,66.6,6.1,NA,NA,NA,NA,24,97,summer 1,proj year 2
09/14/2013,10.4,92.5,135.9,49,0.945,83.4,78.8,4.6,NA,3.6,2.88,0.72,24,111,summer 2,proj year 2
10/20/2015,10.4017636,13.14360653,16.67687024,10.35892168,0.705121567,12,8.4,3.6,NA,NA,NA,NA,NA,12,NA ,proj year 5
07/20/2015,10.42627129,1.565046683,1.98576246,1.233466322,0.753136635,1.4,1.1,0.3,NA,0,0,0,0.466666667,1.866666667,NA ,proj year 4
09/29/2014,10.44501692,144.2682873,183.0504817,113.7027258,0.667524252,130.4,87,43.4,NA,0.094145258,0.072021122,0.022124136,43.37252141,173.8666667,NA ,proj year 3
09/12/2015,10.48782305,3.490778524,4.429169448,2.75120084,0.737340435,3.2,2.3,0.9,NA,0.003531272,0.002701423,0.000829849,1.063135394,4.266666667,NA ,proj year 4
09/29/2012,10.5,94.9,139.5,50.3,0.884,86,76,10,NA,NA,NA,NA,29,115,summer 1,proj year 2
09/11/2013,10.5,102.8,151.2,54.5,0.872,93.3,81.4,11.9,NA,2.9,2.3,0.58,28,124,summer 2,proj year 2
09/19/2015,10.56001848,2.381415796,3.021587882,1.876874483,0.745397187,2,1,1,NA,0.015890726,0.012156405,0.003734321,0.650775941,2.666666667,NA ,proj year 4
09/30/2014,10.65361697,128.8072345,163.4331894,101.5173462,0.669267519,118.5,79.3,39.2,NA,0.143407252,0.109706548,0.033700704,39.35659275,158,NA ,proj year 3
09/15/2013,10.7,86.6,127.3,45.9,0.979,79.7,78,1.7,NA,3,2.33,0.62,24,106,summer 2,proj year 2
09/11/2015,10.71495114,3.808950117,4.832871913,3.001962653,0.735567989,3.5,2.6,0.9,NA,0.007062545,0.005402847,0.001659698,1.159604122,4.666666667,NA ,proj year 4
07/12/2015,10.78871842,1.52518782,1.935188739,1.202052202,0.7542871,1.4,1.1,0.3,NA,0,0,0,0.466666667,1.866666667,NA ,proj year 4
09/26/2012,10.8,101.3,148.8,53.7,0.873,94.1,82.1,11.9,NA,NA,NA,NA,31,125,summer 1,proj year 2
09/12/2013,10.8,101.8,149.7,54,0.863,95.3,82.2,13.1,NA,3.2,2.53,0.63,29,127,summer 2,proj year 2
09/10/2013,10.9,100.4,147.5,53.2,0.85,94.9,80.6,14.3,NA,3.2,2.58,0.65,28,126,summer 2,proj year 2
09/26/2015,10.91939836,2.031700827,2.57786255,1.601252266,0.747701718,1.9,1.2,0.7,NA,0,0,0,0.633333333,2.533333333,NA ,proj year 4
09/23/2015,10.97114907,4.079373514,5.175990516,3.215092497,0.734031566,3.9,2.4,1.5,NA,0.013445999,0.010286189,0.00315981,1.286554001,5.2,NA ,proj year 4
09/26/2013,11.03823331,103.043471,130.7436121,81.21205111,0.673912731,98.4,66.3,32.1,NA,65.08541354,49.79034136,15.29507218,-32.28541354,131.2,NA ,proj year 3
09/10/2015,11.04460982,4.153100304,5.269536538,3.273199078,0.734054527,4,2.9,1.1,NA,0.28734685,0.21982034,0.06752651,1.045986483,5.333333333,NA ,proj year 4
07/13/2015,11.08764389,4.058659557,5.149708234,3.198767125,0.72470001,4,2.9,1.1,NA,0,0,0,1.333333333,5.333333333,NA ,proj year 4
09/20/2016,11.08966456,7.056805325,8.95381541,5.561707397,0.7225873,7,5,2,NA,NA,NA,NA,NA,7,NA ,proj year 5
09/25/2012,11.1,98.3,144.6,52.1,0.879,94.5,83,11.5,NA,NA,NA,NA,31,126,summer 1,proj year 2
09/13/2013,11.1,93.7,137.7,49.6,0.91,89.9,81.8,8.1,NA,4.1,3.27,0.82,26,120,summer 2,proj year 2
10/26/2015,11.10150431,4.031081024,5.11471604,3.177031549,0.73282701,4.1,3,1.1,NA,NA,NA,NA,NA,4.1,NA ,proj year 5
08/31/2014,11.13735421,9.358531562,11.87429159,7.375775838,0.718426488,9,6.4,2.6,NA,0.003873456,0.002963194,0.000910262,2.996126544,12,NA ,proj year 3
09/09/2013,11.2,92.1,135.3,48.8,0.871,89.4,77.9,11.5,NA,3.5,2.83,0.71,26,119,summer 2,proj year 2
09/19/2016,11.3295706,11.08763743,14.06821562,8.738542766,0.712537475,11.5,8.2,3.3,NA,NA,NA,NA,NA,11.5,NA ,proj year 5
07/11/2015,11.34453297,1.952689194,2.477611014,1.538980521,0.749045443,1.9,1.4,0.5,NA,0.163932534,0.125408388,0.038524145,0.4694008,2.533333333,NA ,proj year 4
