Day,Daily Discharge (m3/s),Daily SSC (mg/L),Upper SSC bound (+1SD),Lower SSC bound (-1SD),Ave fraction fines (based on two turbidimeters),Daily Suspended-Sediment Load (tonnes),Daily SS Load of fines (tonnes),Daily SS Load of sand (tonnes),Remarks,Daily Total gauged > 2-mm bedload (tonnes),Daily gauged bedload for 2-16mm particles (tonnes ),Daily gauged bedload for >16mm particles (tonnes ),Estimated daily ungauged bedload (tonnes),Total sediment discharge (tonnes),Release period,Project year
04/24/2014,69.6114879,435.2093009,552.2022453,343.0031972,0.590424816,2719.1,1595.9,1123.2,NA,1148.789606,878.8240485,269.9655574,-242.4229393,3625.466667,NA ,proj year 3
02/16/2014,69.63822462,5562.700302,6335.569543,4884.112539,0.618223317,34350.2,21266.6,13083.6,NA,0.54920786,0.420144013,0.129063847,11449.51746,45800.26667,NA ,proj year 3
12/20/2014,69.641758,1864.045464,2123.031806,1636.652584,0.59021475,13500.6,8062.1,5438.5,NA,3529.635639,2700.171264,829.4643751,970.5643612,18000.8,NA ,proj year 4
12/26/2014,69.64500788,1025.468646,1167.944985,900.3728404,0.564834217,6175.3,3488.2,2687.1,NA,196.455315,150.288316,46.16699902,1861.978018,8233.733333,NA ,proj year 4
06/26/2013,69.7,1654.2,2431.7,876.7,0.604,9960.1,6016.3,3943.7,NA,4365.9,3491.71,874.18,-1046,13280,Lake Mills release,proj year 2
07/07/2012,69.8,177,260.2,93.8,0.809,1067.3,863.6,203.7,NA,NA,NA,NA,188,1256,summer 1,proj year 1
07/20/2012,69.8,252.2,370.7,133.6,0.741,1520.2,1126.9,393.2,NA,NA,NA,NA,268,1788,summer 1,proj year 1
11/10/2014,69.9889429,1088.415622,1239.637675,955.6409838,0.566765228,6591,3735.8,2855.2,NA,1636.492039,1251.91641,384.5756291,560.5079614,8788,NA ,proj year 4
06/15/2012,70,327.1,480.9,173.4,0.712,1977.7,1407.9,569.8,NA,NA,NA,NA,349,2327,summer 1,proj year 1
07/05/2012,70,237.2,348.7,125.7,0.751,1435.5,1078.5,357,NA,NA,NA,NA,253,1689,summer 1,proj year 1
01/25/2015,70.07727567,910.1608479,1036.616577,799.1313155,0.561309379,5556.7,3120.4,2436.3,NA,1108.754767,848.1973967,260.5573702,743.4785665,7408.933333,NA ,proj year 4
04/10/2016,70.08158799,26.95831547,34.2052486,21.24676191,0.69859302,163.6,114.3,49.3,NA,NA,NA,NA,NA,163.6,NA ,proj year 5
06/28/2013,70.1,1852,2722.5,981.6,0.59,11210.7,6612,4598.7,NA,3476.7,2780.54,696.13,260,14948,Lake Mills release,proj year 2
05/25/2012,70.3,537.7,790.5,285,0.656,3265.5,2143,1122.5,NA,NA,NA,NA,576,3842,summer 1,proj year 1
02/24/2016,70.30125349,92.78946435,117.7331239,73.13052104,0.675722366,565.3,382,183.3,NA,NA,NA,NA,NA,565.3,NA ,proj year 5
05/26/2012,70.4,423.9,623.2,224.7,0.681,2579.9,1758.2,821.8,NA,NA,NA,NA,455,3035,summer 1,proj year 1
04/04/2016,70.43499657,41.42062987,52.55532169,32.64500194,0.690058436,254.9,175.8,79.1,NA,NA,NA,NA,NA,254.9,NA ,proj year 5
04/24/2016,70.44833274,25.84520045,32.79290606,20.36947824,0.699424892,157.6,110.2,47.4,NA,NA,NA,NA,NA,157.6,NA ,proj year 5
01/13/2014,70.45713442,4210.130948,4795.077204,3696.541651,0.608927445,25618.1,15599.3,10018.8,NA,2747.448605,2101.798183,645.6504221,5791.918062,34157.46667,NA ,proj year 3
03/18/2013,70.7,4127.8,6067.9,2187.8,0.513,25219.6,12925.2,12294.4,NA,1916,1615.59,300.44,6491,33626,Lake Mills release,proj year 2
03/16/2012,70.8,410.7,603.8,217.7,0.696,2511.3,1748.4,762.9,NA,NA,NA,NA,443,2954,early removal,proj year 1
06/30/2013,70.8,3402,5000.9,1803,0.557,20802.7,11581,9221.8,NA,4988.2,3989.39,998.78,1946,27737,Lake Mills release,proj year 2
11/02/2014,70.94346645,1305.55184,1486.942317,1146.288991,0.57226107,8040.7,4602.6,3438.1,NA,1720.322522,1316.046729,404.2757926,959.9108114,10720.93333,NA ,proj year 4
06/20/2012,71.1,256.7,377.3,136,0.744,1575.5,1172.6,403,NA,NA,NA,NA,278,1854,summer 1,proj year 1
02/01/2012,71.2,204.6,300.7,108.4,0.768,1258.6,966.5,292.1,NA,NA,NA,NA,222,1481,early removal,proj year 1
05/14/2012,71.2,1082.8,1591.8,573.9,0.651,6664.1,4338.9,2325.3,NA,NA,NA,NA,1176,7840,Lake Aldwell release,proj year 1
02/12/2015,71.25372643,1123.90765,1280.060886,986.8033776,0.567516097,6926,3930.8,2995.2,NA,1210.441346,925.98763,284.4537164,1098.22532,9234.666667,NA ,proj year 4
05/25/2014,71.41816171,1285.745473,1464.384097,1128.89878,0.572191009,7983.2,4569.5,3413.7,NA,2849.178251,2179.621362,669.556889,-188.1115843,10644.26667,NA ,proj year 3
06/09/2013,71.5,2957.8,4347.9,1567.6,0.567,18280.9,10360.2,7920.7,NA,4773.8,3817.92,955.85,1320,24375,Lake Mills release,proj year 2
03/16/2016,71.52648986,72.21153073,91.62343112,56.91235427,0.680422925,447.4,304.4,143,NA,NA,NA,NA,NA,447.4,NA ,proj year 5
10/21/2014,71.53394249,1090.139403,1241.600954,957.1544823,0.569758671,7181,4103.7,3077.3,NA,1808.140032,1383.227124,424.9129075,585.5266348,9574.666667,NA ,proj year 4
05/19/2012,71.6,296.2,435.4,157,0.723,1832.7,1324.9,507.8,NA,NA,NA,NA,323,2156,summer 1,proj year 1
12/16/2014,71.64368636,2026.424154,2307.971031,1779.222875,0.585491181,12547.3,7346.4,5200.9,NA,647.5007212,495.3380517,152.1626695,3534.932612,16729.73333,NA ,proj year 4
01/21/2012,71.7,168.4,247.5,89.2,0.796,1043.1,830.2,212.9,NA,NA,NA,NA,184,1227,early removal,proj year 1
05/29/2012,71.7,261.3,384.1,138.5,0.743,1619.1,1202.5,416.6,NA,NA,NA,NA,286,1905,summer 1,proj year 1
06/27/2013,71.8,1616.3,2376,856.6,0.606,10021.4,6068.9,3952.5,NA,4815.8,3851.49,964.26,-1475,13362,Lake Mills release,proj year 2
02/13/2015,71.98743349,900.4589605,1025.566731,790.6129508,0.561002821,5621.7,3154.4,2467.3,NA,786.7881506,601.8929352,184.8952154,1087.111849,7495.6,NA ,proj year 4
05/06/2014,72.06237705,1105.565508,1259.170327,970.6987732,0.567259028,6913.4,3922.6,2990.8,NA,3423.354073,2618.865866,804.4882072,-1118.887406,9217.866667,NA ,proj year 3
02/22/2012,72.1,151.3,222.3,80.2,0.81,942.6,763.3,179.3,NA,NA,NA,NA,166,1109,early removal,proj year 1
03/19/2013,72.1,3802.2,5589.3,2015.2,0.55,23691.3,13039.3,10652,NA,1422.3,1199.27,223.02,6475,31588,Lake Mills release,proj year 2
01/08/2012,72.2,258.6,380.2,137.1,0.74,1612.4,1192.6,419.8,NA,NA,NA,NA,285,1897,early removal,proj year 1
03/04/2014,72.27687267,2752.927012,3135.412585,2417.100439,0.595010418,17202.1,10235.8,6966.3,NA,1795.18109,1373.313534,421.8675562,3938.852243,22936.13333,NA ,proj year 3
05/31/2012,72.4,261.9,385,138.8,0.747,1638.9,1224.2,414.6,NA,NA,NA,NA,289,1928,summer 1,proj year 1
03/17/2013,72.4,3340.2,4910.1,1770.3,0.524,20894.2,10938.9,9955.3,NA,2531.6,2134.63,396.97,4433,27859,Lake Mills release,proj year 2
01/23/2015,72.48304777,776.0424508,883.8640676,681.3738759,0.564072785,5482.2,3101.6,2380.6,NA,1159.365592,886.9146783,272.4509142,668.0344075,7309.6,NA ,proj year 4
01/25/2016,72.74628322,457.5042179,570.0265739,367.1935994,0.576204049,2889.8,1665.3,1224.5,NA,NA,NA,NA,NA,2889.8,NA ,proj year 5
12/10/2012,72.9,4233.5,6223.3,2243.8,0.512,26672.3,13665.3,13007,NA,4046.1,3612.61,433.51,4845,35563,Lake Mills release,proj year 2
03/15/2013,72.9,8080.5,11878.3,4282.6,0.52,50925.7,26470.2,24455.5,NA,2818.3,2376.34,441.92,14157,67901,Lake Mills release,proj year 2
07/04/2012,73,228.7,336.2,121.2,0.759,1442.7,1094.7,348,NA,NA,NA,NA,255,1697,summer 1,proj year 1
03/02/2013,73,6190.3,9099.8,3280.9,0.541,39067,21142,17925,NA,859.7,724.93,134.81,12163,52089,Lake Mills release,proj year 2
05/09/2014,73.0431228,919.4560297,1047.203211,807.2925881,0.561526838,5807.9,3261.5,2546.4,NA,2925.174948,2237.758835,687.4161128,-989.2082813,7743.866667,NA ,proj year 3
06/03/2013,73.5,1150.1,1690.6,609.5,0.643,7298.6,4692.8,2605.8,NA,1846.2,1476.52,369.66,587,9731,Lake Mills release,proj year 2
06/21/2012,73.7,258,379.3,136.7,0.744,1643.4,1223.5,419.9,NA,NA,NA,NA,290,1933,summer 1,proj year 1
07/08/2012,73.8,178.7,262.8,94.7,0.809,1140.5,922.7,217.7,NA,NA,NA,NA,201,1342,summer 1,proj year 1
07/03/2013,73.9,2463.4,3621.1,1305.6,0.573,15725.9,9010.3,6715.7,NA,3214.9,2571.21,643.73,2027,20968,Lake Mills release,proj year 2
12/02/2014,73.97710286,NA,NA,NA,NA,15000,9000,6000,Estimated,1758.960687,1345.604925,413.3557614,3241.039313,20000,NA ,proj year 4
04/23/2016,74.0724377,33.62549458,42.6646985,26.50139168,0.694443662,216,150,66,NA,NA,NA,NA,NA,216,NA ,proj year 5
04/08/2013,74.2,6464.4,9502.7,3426.1,0.534,41462.2,22129.5,19332.6,NA,4062.5,3227.78,834.77,9758,55283,Lake Mills release,proj year 2
11/03/2014,74.48433929,1141.897351,1300.550036,1002.598534,0.568814272,7521.8,4284.8,3237,NA,2761.966126,2112.904086,649.0620396,-254.6994594,10029.06667,NA ,proj year 4
07/18/2012,74.6,296.4,435.7,157.1,0.721,1909.5,1377.5,532,NA,NA,NA,NA,337,2246,summer 1,proj year 1
04/09/2016,74.78925698,41.03053266,52.06035857,32.33755311,0.69062935,266.2,183.8,82.4,NA,NA,NA,NA,NA,266.2,NA ,proj year 5
12/15/2015,74.79607356,629.4251444,784.2311492,505.1776034,0.580523691,4072.3,2364.2,1708.1,NA,NA,NA,NA,NA,4072.3,NA ,proj year 5
06/12/2012,74.8,264.8,389.2,140.3,0.74,1711.8,1266.7,445.1,NA,NA,NA,NA,302,2014,summer 1,proj year 1
12/31/2011,74.9,455.5,669.6,241.4,0.691,2946.1,2034.4,911.8,NA,NA,NA,NA,520,3466,early removal,proj year 1
01/03/2012,75.1,279.2,410.5,148,0.765,1812.7,1386.8,425.9,NA,NA,NA,NA,320,2133,early removal,proj year 1
07/16/2012,75.2,340.9,501.1,180.7,0.707,2214.3,1566.3,647.9,NA,NA,NA,NA,391,2605,summer 1,proj year 1
02/08/2016,75.23189962,192.7442622,244.5577659,151.9082842,0.662812506,1252.6,830.3,422.3,NA,NA,NA,NA,NA,1252.6,NA ,proj year 5
11/30/2011,75.3,251.9,370.2,133.5,0.743,1639.3,1217.9,421.4,NA,NA,NA,NA,289,1929,early removal,proj year 1
05/27/2012,75.3,371.7,546.4,197,0.698,2418.1,1687.1,731,NA,NA,NA,NA,427,2845,summer 1,proj year 1
05/28/2012,75.4,301.9,443.8,160,0.722,1965.8,1420.2,545.6,NA,NA,NA,NA,347,2313,summer 1,proj year 1
06/08/2012,75.4,249.2,366.3,132.1,0.752,1622.9,1219.6,403.2,NA,NA,NA,NA,286,1909,summer 1,proj year 1
01/26/2016,75.42195496,452.4792171,563.765683,363.1605259,0.576139361,3008.7,1734.3,1274.4,NA,NA,NA,NA,NA,3008.7,NA ,proj year 5
12/25/2014,75.59554495,1499.718042,1708.08554,1316.769068,0.576625305,9849.4,5681.2,4168.2,NA,267.2570977,204.4516797,62.80541795,3015.876236,13132.53333,NA ,proj year 4
10/12/2011,75.6,158.3,232.6,83.9,0.932,1034.1,963.5,70.6,NA,NA,NA,NA,182,1217,early removal,proj year 1
07/17/2012,75.6,335.7,493.5,177.9,0.708,2192.8,1551.7,641,NA,NA,NA,NA,387,2580,summer 1,proj year 1
05/16/2013,75.7,7617.5,11197.7,4037.3,0.526,49845.6,26206.7,23638.8,NA,5555.1,4077.47,1477.65,11060,66461,Lake Mills release,proj year 2
10/28/2014,75.72609695,2830.830473,3224.13978,2485.500541,0.596162934,18823.6,11231.2,7592.4,NA,4128.280612,3158.134668,970.1459438,2146.252722,25098.13333,NA ,proj year 4
01/19/2015,75.74183601,1038.650545,1182.958348,911.9466944,0.565165697,6840.5,3867.3,2973.2,NA,1637.143479,1252.414761,384.7287176,643.0231876,9120.666667,NA ,proj year 4
06/04/2012,75.9,301.9,443.9,160,0.725,1979.5,1434.3,545.2,NA,NA,NA,NA,349,2329,summer 1,proj year 1
03/01/2016,76.01284097,160.7660265,203.9831424,126.705153,0.618207549,1262.4,769,493.4,NA,NA,NA,NA,NA,1262.4,NA ,proj year 5
05/03/2014,76.08151158,736.3589871,838.6670714,646.5313547,0.554872886,4842.8,2687.2,2155.6,NA,2393.802189,1831.258675,562.5435144,-779.5355224,6457.066667,NA ,proj year 3
04/11/2013,76.1,5290.4,7776.9,2803.9,0.543,34768.5,18892.7,15875.8,NA,3635.1,2888.2,746.95,7954,46358,Lake Mills release,proj year 2
02/23/2016,76.12715687,117.0025357,148.455152,92.21366306,0.67174199,770,517.2,252.8,NA,NA,NA,NA,NA,770,NA ,proj year 5
05/17/2014,76.27701972,997.8653218,1136.506516,876.136816,0.564052874,6586.7,3715.5,2871.2,NA,4939.746544,3778.906106,1160.840438,-2744.179878,8782.266667,NA ,proj year 3
11/18/2012,76.3,5480.3,8056,2904.6,0.479,36119.7,17316.5,18803.2,NA,480.1,411.51,68.58,11560,48160,Lake Mills release,proj year 2
05/06/2013,76.3,5449.8,8011.3,2888.4,0.536,35933,19275.6,16657.4,NA,2019.4,1482.25,537.16,9958,47911,Lake Mills release,proj year 2
03/21/2013,76.4,7171,10541.3,3800.6,0.526,47335.7,24891.5,22444.2,NA,588.1,495.85,92.21,15191,63114,Lake Mills release,proj year 2
05/02/2014,76.4436824,545.9350363,621.7860393,479.3370147,0.555491758,3621.3,2009.3,1612,NA,2811.715872,2150.962642,660.75323,-1604.615872,4828.4,NA ,proj year 3
10/02/2013,76.69158188,2983.372356,3397.875494,2619.434006,0.59784732,19898.8,11900.5,7998.3,NA,1903.670684,1456.308073,447.3626107,4729.26265,26531.73333,NA ,proj year 3
03/12/2013,76.7,6135.9,9019.8,3252.1,0.545,40669.6,22170.3,18499.2,NA,911.8,768.79,142.97,12645,54226,Lake Mills release,proj year 2
02/09/2016,76.74643256,184.2593653,233.7919595,145.2210495,0.663628694,1222,810.9,411.1,NA,NA,NA,NA,NA,1222,NA ,proj year 5
11/17/2012,76.8,7049.9,10363.4,3736.5,0.501,46767.9,23439.8,23328.1,NA,542.4,464.91,77.49,15047,62357,Lake Mills release,proj year 2
11/25/2011,77,483.4,710.6,256.2,0.681,3215.9,2191.1,1024.9,NA,NA,NA,NA,568,3783,early removal,proj year 1
06/14/2012,77.2,314,461.6,166.4,0.721,2093.8,1509.9,583.8,NA,NA,NA,NA,369,2463,summer 1,proj year 1
07/03/2012,77.3,216.3,318,114.6,0.769,1445.1,1111.3,333.8,NA,NA,NA,NA,255,1700,summer 1,proj year 1
12/05/2015,77.48697727,2012.794391,2507.837623,1615.47192,0.596966627,13748,8211.2,5536.8,NA,NA,NA,NA,NA,13748,NA ,proj year 5
02/11/2015,77.77631496,1235.466713,1407.119718,1084.753472,0.570369238,8324.8,4748.9,3575.9,NA,1752.144774,1340.390752,411.7540219,1022.788559,11099.73333,NA ,proj year 4
03/30/2014,77.94643171,1226.770495,1397.215266,1077.118096,0.570147643,8313.8,4741.8,3572,NA,612.4819646,468.5487029,143.9332617,2158.784702,11085.06667,NA ,proj year 3
03/29/2014,77.95977185,1082.598983,1233.012885,950.5339103,0.566782691,7371.5,4180.1,3191.4,NA,679.7192403,519.9852188,159.7340215,1777.447426,9828.666667,NA ,proj year 3
05/24/2012,78,593.4,872.3,314.5,0.648,3996.9,2590.8,1406.2,NA,NA,NA,NA,705,4702,summer 1,proj year 1
06/24/2012,78.3,230,338.1,121.9,0.764,1556.3,1189.5,366.7,NA,NA,NA,NA,275,1831,summer 1,proj year 1
05/14/2014,78.3058173,500.2904492,569.7996946,439.2605612,0.577097515,3411.4,1965.3,1446.1,NA,1908.293247,1459.844334,448.4489131,-771.1599141,4548.533333,NA ,proj year 3
05/17/2013,78.4,8812.6,12954.6,4670.7,0.512,59705.6,30596.6,29109,NA,4950,3633.34,1316.7,14952,79607,Lake Mills release,proj year 2
06/19/2012,78.5,293.1,430.8,155.3,0.723,1988.2,1437.2,551.1,NA,NA,NA,NA,351,2339,summer 1,proj year 1
06/04/2013,78.5,1139.3,1674.8,603.8,0.643,7724.3,4964.7,2759.6,NA,2103.3,1682.17,421.15,471,10299,Lake Mills release,proj year 2
04/20/2016,78.52338536,45.86087682,58.18919562,36.14451102,0.688661495,311.9,214.8,97.1,NA,NA,NA,NA,NA,311.9,NA ,proj year 5
03/15/2016,78.62344376,93.73287118,118.9301373,73.87405192,0.675748777,500,300,200,NA,NA,NA,NA,NA,500,NA ,proj year 5
01/10/2013,78.7,4661.4,6852.3,2470.6,0.517,31700.8,16394.1,15306.7,NA,1551.5,1337.48,214,9015,42268,Lake Mills release,proj year 2
06/08/2013,78.7,3902.3,5736.4,2068.2,0.55,26521,14598.6,11922.4,NA,7037,5627.95,1409.01,1803,35361,Lake Mills release,proj year 2
05/01/2012,78.8,1255.7,1845.8,665.5,0.47,8550.3,4015,4535.4,NA,NA,NA,NA,1509,10059,Lake Aldwell release,proj year 1
06/22/2012,78.8,240.5,353.5,127.5,0.757,1637.6,1239.8,397.7,NA,NA,NA,NA,289,1927,summer 1,proj year 1
06/30/2012,78.8,230.9,339.4,122.4,0.759,1572.1,1194,378.1,NA,NA,NA,NA,277,1849,summer 1,proj year 1
03/16/2013,78.8,5438.6,7994.7,2882.4,0.514,37034.1,19022.7,18011.3,NA,3367.4,2839.36,528.02,8977,49379,Lake Mills release,proj year 2
03/21/2014,78.8869115,1163.060147,1324.653144,1021.179704,0.568556687,7931.7,4509.8,3421.9,NA,204.2412442,156.2445518,47.99669239,2439.658756,10575.6,NA ,proj year 3
06/23/2012,79,242.5,356.4,128.5,0.756,1654.8,1250.9,403.9,NA,NA,NA,NA,292,1947,summer 1,proj year 1
02/03/2016,79.03506011,330.8989042,419.8511324,260.7926389,0.630060207,2259.9,1423.7,836.2,NA,NA,NA,NA,NA,2259.9,NA ,proj year 5
12/22/2014,79.05017133,2386.111279,2717.632287,2095.032158,0.59145138,16543.4,9792.7,6750.7,NA,639.6476281,489.3304355,150.3171926,4874.819039,22057.86667,NA ,proj year 4
11/19/2015,79.07424296,3199.429121,3986.323073,2567.866806,0.603598648,22126.6,13359.4,8767.2,NA,NA,NA,NA,NA,22126.6,NA ,proj year 5
02/10/2016,79.28075101,181.4984209,230.2888181,143.0450556,0.663904887,1243.4,825.5,417.9,NA,NA,NA,NA,NA,1243.4,NA ,proj year 5
03/26/2014,79.29712078,992.5797151,1130.486539,871.4959947,0.564452896,6938.7,3920.8,3017.9,NA,405.8258593,310.4567823,95.36907693,1907.074141,9251.6,NA ,proj year 3
01/31/2012,79.3,245,360.1,129.8,0.74,1678.6,1242.8,435.9,NA,NA,NA,NA,296,1975,early removal,proj year 1
04/29/2012,79.3,1327.1,1950.8,703.4,0.499,9097.3,4539.7,4557.5,NA,NA,NA,NA,1605,10703,Lake Aldwell release,proj year 1
09/28/2013,79.38142578,4394.980391,5005.609218,3858.841511,0.649110309,90721,59211.3,31509.7,NA,2.781028404,2.127486729,0.653541675,30237.5523,120961.3333,NA ,proj year 3
12/01/2014,79.52165426,3474.477255,3957.213418,3050.629552,0.60265523,25000,15000,10000,NA,2735.814636,2092.898197,642.9164395,5597.518697,33333.33333,NA ,proj year 4
02/11/2016,79.60048574,186.1684464,236.2142396,146.7256609,0.663338974,1282.4,850.6,431.8,NA,NA,NA,NA,NA,1282.4,NA ,proj year 5
02/07/2016,79.61058263,207.0273343,262.6804128,163.1652573,0.661550532,1426.3,943.5,482.8,NA,NA,NA,NA,NA,1426.3,NA ,proj year 5
07/02/2012,80,257,377.8,136.2,0.741,1775.6,1316.1,459.5,NA,NA,NA,NA,313,2089,summer 1,proj year 1
05/18/2012,80.1,359.2,528,190.4,0.698,2484.7,1734.9,749.9,NA,NA,NA,NA,438,2923,summer 1,proj year 1
02/04/2016,80.38804287,312.896142,397.0088685,246.604052,0.638364896,2175,1387.5,787.5,NA,NA,NA,NA,NA,2175,NA ,proj year 5
01/29/2012,80.4,328.4,482.8,174.1,0.71,2281.4,1618.8,662.6,NA,NA,NA,NA,403,2684,early removal,proj year 1
05/15/2013,80.4,7343.7,10795.2,3892.1,0.53,51032,27046.8,23985.2,NA,4139.2,3038.19,1101.02,12871,68043,Lake Mills release,proj year 2
02/05/2016,80.55632431,283.5059442,359.7179991,223.4406412,0.637675055,1981.5,1259.8,721.7,NA,NA,NA,NA,NA,1981.5,NA ,proj year 5
03/09/2016,80.63113467,120.0730805,152.3511205,94.63366346,0.660526556,858.3,565.3,293,NA,NA,NA,NA,NA,858.3,NA ,proj year 5
02/22/2016,80.66402443,143.8205304,182.4823589,113.3498334,0.667886131,1003.6,670.3,333.3,NA,NA,NA,NA,NA,1003.6,NA ,proj year 5
01/26/2012,80.7,260.5,382.9,138,0.735,1816.5,1335.3,481.2,NA,NA,NA,NA,321,2137,early removal,proj year 1
07/01/2013,81,3553.4,5223.5,1883.3,0.556,24882,13828.4,11053.6,NA,4590.1,3671.06,919.09,3704,33176,Lake Mills release,proj year 2
01/12/2014,81.10317578,5092.967048,5800.572592,4471.681534,0.614978987,36277.9,22330.1,13947.8,NA,3105.973851,2376.069996,729.903855,8986.659482,48370.53333,NA ,proj year 3
11/09/2014,81.38652113,1293.934924,1473.711373,1136.08921,0.571930213,9153.6,5236.9,3916.7,NA,3345.097339,2558.999465,786.0978748,-293.8973395,12204.8,NA ,proj year 4
04/22/2016,81.41066677,50.17702915,63.66561583,39.54621693,0.687042767,354.2,243.3,110.9,NA,NA,NA,NA,NA,354.2,NA ,proj year 5
10/25/2014,81.48126773,4941.518099,5628.081663,4338.707678,0.616284636,42007.8,26137.2,15870.6,NA,7770.125443,5944.145964,1825.979479,6232.474557,56010.4,NA ,proj year 4
12/15/2014,81.49733377,2034.321666,2316.965806,1786.156977,0.585661842,14368.5,8416.4,5952.1,NA,1401.788363,1072.368098,329.4202653,3387.711637,19158,NA ,proj year 4
06/16/2012,81.7,294.3,432.6,156,0.731,2076.6,1517,559.6,NA,NA,NA,NA,366,2443,summer 1,proj year 1
01/07/2012,81.8,445.1,654.3,235.9,0.682,3144.2,2143.2,1001,NA,NA,NA,NA,555,3699,early removal,proj year 1
07/01/2012,81.9,218.2,320.8,115.7,0.768,1544.4,1186.7,357.8,NA,NA,NA,NA,273,1817,summer 1,proj year 1
04/30/2012,82,1104.6,1623.8,585.4,0.492,7824,3851.6,3972.4,NA,NA,NA,NA,1381,9205,Lake Aldwell release,proj year 1
06/13/2012,82,284.9,418.8,151,0.732,2018.8,1477.3,541.5,NA,NA,NA,NA,356,2375,summer 1,proj year 1
11/16/2015,82.34104468,1077.731362,1342.797491,864.9888734,0.588045594,7680.2,4516.5,3163.7,NA,NA,NA,NA,NA,7680.2,NA ,proj year 5
02/02/2016,82.47809833,322.8726731,409.6672903,254.4668942,0.581762841,2301.2,1338.4,962.8,NA,NA,NA,NA,NA,2301.2,NA ,proj year 5
04/07/2013,83.2,6924.5,10178.9,3670,0.53,49798.1,26413.3,23384.8,NA,4533,3601.56,931.44,12066,66397,Lake Mills release,proj year 2
11/01/2014,83.38015105,1609.703858,1833.352542,1413.337834,0.578392531,11609.7,6715.3,4894.4,NA,2535.762048,1939.857967,595.9040813,1334.137952,15479.6,NA ,proj year 4
12/18/2015,83.40826539,707.864038,881.9619503,568.1327817,0.582355756,5170.8,3012.2,2158.6,NA,NA,NA,NA,NA,5170.8,NA ,proj year 5
07/14/2012,83.6,384.8,565.6,203.9,0.693,2780.2,1925.5,854.7,NA,NA,NA,NA,491,3271,summer 1,proj year 1
03/14/2013,83.6,8460.2,12436.5,4483.9,0.52,61087.3,31757.1,29330.1,NA,3116.7,2627.96,488.71,17246,81450,Lake Mills release,proj year 2
07/11/2012,83.7,297.4,437.2,157.6,0.72,2149.9,1547.9,602,NA,NA,NA,NA,379,2529,summer 1,proj year 1
12/09/2012,83.8,4492.4,6603.8,2381,0.521,32525.8,16931,15594.8,NA,4018,3587.48,430.5,6824,43368,Lake Mills release,proj year 2
05/21/2012,83.9,426.5,626.9,226,0.688,3092.8,2128.5,964.2,NA,NA,NA,NA,546,3639,summer 1,proj year 1
02/21/2016,84.36285044,209.1621093,265.389058,164.8477458,0.661354425,1527.2,1010,517.2,NA,NA,NA,NA,NA,1527.2,NA ,proj year 5
05/04/2014,84.36336456,1246.893127,1420.133693,1094.78599,0.57347532,9406.9,5403.2,4003.7,NA,3243.557379,2481.321395,762.2359842,-107.9240461,12542.53333,NA ,proj year 3
07/12/2012,84.6,402.9,592.3,213.6,0.691,2946.3,2036.7,909.5,NA,NA,NA,NA,520,3466,summer 1,proj year 1
04/23/2012,84.7,4417,6493.1,2341,0.539,32318.4,17412.5,14905.9,NA,NA,NA,NA,5703,38022,Lake Aldwell release,proj year 1
03/21/2015,84.71321718,834.8870281,950.8843799,733.0400671,0.56033681,6331,3552.8,2778.2,NA,1509.556181,1154.810478,354.7457025,600.7771523,8441.333333,NA ,proj year 4
11/24/2012,85,7510.4,11040.3,3980.5,0.485,55137.7,26741.7,28396,NA,629.2,539.3,89.88,17750,73517,Lake Mills release,proj year 2
01/24/2016,85.41157373,752.8938655,938.0667846,604.2737917,0.58318173,5608.5,3271.5,2337,NA,NA,NA,NA,NA,5608.5,NA ,proj year 5
07/09/2012,85.5,214.8,315.7,113.8,0.777,1587.2,1232.5,354.7,NA,NA,NA,NA,280,1867,summer 1,proj year 1
05/05/2014,85.75115184,1702.728887,1939.302262,1495.014841,0.580470365,12705.3,7377.7,5327.6,NA,3609.102252,2760.963223,848.1390293,625.9977477,16940.4,NA ,proj year 3
04/10/2013,85.9,6667.8,9801.7,3534,0.53,49498.2,26235.2,23263,NA,4706.5,3739.41,967.09,11793,65998,Lake Mills release,proj year 2
11/08/2014,86.07093208,1289.041923,1468.138549,1131.7931,0.57179239,9551.4,5460.3,4091.1,NA,2514.009288,1923.217105,590.7921826,669.7907123,12735.2,NA ,proj year 4
09/27/2011,86.1,106.9,157.1,56.6,0.953,794.6,757.5,37.1,NA,NA,NA,NA,140,935,early removal,proj year 1
06/07/2013,86.2,3051.6,4485.8,1617.3,0.566,22720.2,12868.8,9851.4,NA,10097.5,8075.64,2021.82,-2524,30294,Lake Mills release,proj year 2
04/21/2016,87.06853808,75.10450951,95.29410032,59.19240887,0.67962244,566.8,385.2,181.6,NA,NA,NA,NA,NA,566.8,NA ,proj year 5
03/20/2014,87.17780784,1474.255935,1679.085785,1294.413057,0.575770109,11125.8,6406.6,4719.2,NA,306.0603334,234.136155,71.92417835,3402.539667,14834.4,NA ,proj year 3
11/30/2014,87.25542335,4652.950056,5299.420615,4085.341736,0.611962161,35164.7,21522.3,13642.4,NA,2422.390533,1853.128758,569.2617752,9299.176134,46886.26667,NA ,proj year 4
04/28/2012,87.4,2268.6,3334.9,1202.4,0.501,17126.5,8582.3,8544.2,NA,NA,NA,NA,3022,20149,Lake Aldwell release,proj year 1
